ID;TIPO_AZIENDA;RAGIONE_SOCIALE;COMUNE;PROVINCIA;STATO;INDIRIZZO;CAP;TELEFONO;EMAIL;SITO;N_DIPENDENTI;DATA_CONVENZIONE;INDIRIZZO;CODICE_ATECO;DESC_ATECO
17449;AZIENDA;AVVOCATO AUDISIO ANTONELLA;VERONA;VR;ITALIA;VIA DANIELE MANIN, 5;37122;045592599;avvantonellaaudisio@gmail.com;;;;;;
2287;AZIENDA;QUAIATO RENZO;CASTEL D'AZZANO;VR;ITALIA;VIA BOSCO 18;37060;045512364;amministrazione@floricolturaquaiato.com;http://www.floricolturaquaiato.com/;9;;;01.19.20;Coltivazione di fiori in colture protette
13552;AZIENDA;AZIENDA AGRICOLA AMBROSI S.S.;TREGNAGO;VR;ITALIA;VIA SCORGNANO, 18;37039;3495328761;nicola.bonomi@gmail.com;;;;;;
105324;AZIENDA;AZIENDA AGRICOLA POGGI GIORGIO;AFFI;VR;ITALIA;VIA POGGI 7;37010;0457236222;cantinepoggi8@gmail.com;www.cantinepoggi.com;6;04-05-2018;;01.21.00;Coltivazione di uva
74631;AZIENDA;AZIENDA VINICOLA FARINA SRL;S.PIETRO INCARIANO;VR;ITALIA;VIA BOLLA 11;37029;0457701349;info@farinawines.com;www.farinawines .com;13;;;;
1285;AZIENDA;B! SPA;VERONA;VR;ITALIA;VIA ROVEGGIA 83;37136;0458288111;ottavio.gandini@bspa.it;;;;;;
48594;AZIENDA;B&C LAVORAZIONI INOX SAS;S.GIOVANNI PUPATOTO;VR;ITALIA;VIA TICINO,11;37057;045546005;b.e.c.lavorazioni@alice.it;;2;;;;CARPENTERIA METALLICA
65264;AZIENDA;B.F. AUTOMATION SRL;BELFIORE;VR;ITALIA;V.LE DEL PROGRESSO;37050;0456100928;info@bfautomation.it;www.bfautomation.it;15;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
36330;AZIENDA;BALZARIN S.R.L.;VERONA;VR;ITALIA;VIA GERMANIA 11;37136;0458620017;info@balzarin.it;www.balzarin.com;18;;;25.50.00;Fucinatura, imbutitura, stampaggio e profilatura dei metalli  metallurgia delle polveri
143666;AZIENDA;BCUBE;VERONA;VR;ITALIA;VIA GUMPERT 1;37100;3371511576;marco.nicoletti@bcube.com;www.bcube.net;;26-06-2019;;22.22;Fabbricazione di imballaggi in materie plastiche
1444;AZIENDA;BDF TRANS SRL;VERONA;VR;ITALIA;VIA SOMMACAMPAGNA 26;37137;0458082622;bdf@bdftrans.it;www.bdftrans.it;;;;;
102320;AZIENDA;BDX SOUND PRODUCTS DI GIANNINI CARLO;CALDIERO;VR;ITALIA;VIA VAGO 3;37042;045982006;info@bdxsound.com;www.bdxsound.com;2;;;46.43.1;Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video
112791;AZIENDA;BE DIFFERENT SRL;VERONA;VR;ITALIA;VIA A.DOMINUTTI,20;37135;0458538775;hr@dodifferent.it;;14;27-05-2019;INFORMATICA;60.01.00;
1768;AZIENDA;BEDIGITAL S.R.L.;VERONA;VR;ITALIA;VIA GINO BELTRAMINI 15/A;37124;0458352440;amministrazione@bedigital.it;www.bedigital.it;7;12-04-2018;;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
102367;AZIENDA;BEDONI SRL;VERONA;VR;ITALIA;VIALE DELL'INDUSTRIA 38;37100;0458230133;mirkobedoni@studiobedoni.it;;4;;;69.20.13;Servizi forniti da revisori contabili, periti, consulenti ed altri soggetti che svolgono attività i
11562;AZIENDA;BENCAR AUTO;VERONA;VR;ITALIA;VIA ANTONIO DA LEGNAGO;37141;0458868121;bencarauto@libero.it;;;;;;
64426;AZIENDA;BENBOLTS DI BENCINI SRL;VERONA;VR;ITALIA;VIA TORRICELLI 3/A;37100;0458202822;info@benbocts.it;www.benbocts.it;14;;;;
15071;AZIENDA;BENDAZZOLI LUCIO IMPIANTI ELETTROTECNICI;PASTRENGO;VR;ITALIA;VIA TACCONI 2/A;37010;0457170664;luciobend@teletu.it;;;;;;
111453;AZIENDA;BENEDETTI GABRIELE ASSISTENZA TECNICA;SONA;VR;ITALIA;VIA SAN FRANCESCO 20;37060;045984013;;;;;;95.22.01;Riparazione di elettrodomestici e di articoli per la casa
15956;AZIENDA;BERGEN S.R.L.;CASTEL D'AZZANO;VR;ITALIA;VIA ROMA, 90;37060;045512090;logistica@bergen.it;www.bergen.it;;;;;
2314;AZIENDA;BERNER SPA;VERONA;VR;ITALIA;VIA DELL'ELETTRONICA, 15;37100;0458670111;info@berner.it;www.berner.it;360;01-06-2019;;46.74.1;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
37819;AZIENDA;BERTI AUTOTRASPORTI SRL;TRENTO;TN;ITALIA;VIA BRENNERO,182;38121;0461/951016;info@bertiautotrasporti.it;berti autotrasporti;61;;;49.41;Trasporto di merci su strada
11842;AZIENDA;BERTI MACCHINE AGRICOLE SPA;CALDIERO;VR;ITALIA;VIA MUSI, 1/A-3;37042;0456139711;info@bertima.it;http://www.bertima.it/it/index.php;74;07-05-2019;;28.30.90;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
105913;AZIENDA;BERTON MOBILI SNC DI FELIVE E MARCO;BOVOLONE;VR;ITALIA;VIA DELL'INDUSTRIA,9/11;37051;0456949024;;;6;;;31.09.10;Fabbricazione di mobili per arredo domestico
47120;AZIENDA;BETTELLI STUDIO ASSOCIATO;SAN MARTINO BUON ALBERGO;VR;ITALIA;PIAZZA GARIBALDI 6/D;37036;045990875;bettelli@studiobettelli.it;;4;;;69.20.11;Servizi forniti da dottori commercialisti
1629;AZIENDA;BIEMME COMPUTERS S.R.L.;LUGAGNANO DI SONA;(VR);ITALIA;VIA EMILIA 2/A;37012;0456766282;l.perina@biemmecomputers.it;http://www.biemmecomputers.it/;;14-01-2016;;;
44838;AZIENDA;BIOLO TRASPORTI SRL;BUTTAPIETRA;VR;ITALIA;VIA DELL'IMPRENTITORE,7;37060;0456661340;info@biolotrasporti.it;;21;;;;
64261;AZIENDA;BIOMEDICALE SRL;MILANO;MI;ITALIA;VIALE ANDREA DORIA 17;20100;02976791;HR@BIOMEDICALE.BIO;http://www.biomedicale.bio/;;;;33.13.03;Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinar
2083;AZIENDA;BIONDAN S.P.A.;VERONA;VR;ITALIA;VIA DEL VEGRON, 2;37141;045/8950555;biondan@biondan.it;http://www.biondan.it/;;;;23.70.2;Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico
48984;AZIENDA;BIROLLI F & C SNC;SONA;VR;ITALIA;VIA GIAROLA,1;37060;045891082;lorenzobirolli@alice.it;;6;;;;ALIMENTARI ARTIGIANATO
99015;AZIENDA;BISSOLI F.LLI SRL;OPPEANO;VR;ITALIA;QUAIOTTO , 108;37050;0457130122;info@bissolicarrozzeria.it;www.bissolicarrozzeria.it;10;;;45.20.2;Riparazione di carrozzerie di autoveicoli
48994;AZIENDA;BLUE DISTRIBUTION SRL;VERONA;VR;ITALIA;VIA LOCATELLI;37100;;claudia@bluedistribution.com;www.bluedistribution.com;33;;;46.42.40;Commercio all'ingrosso di calzature e accessori
131939;AZIENDA;BLUE MILK SRL;VILLAFRANCA DI VERONA;VR;ITALIA;STAFFALI 11E;37069;0457150116;andrea@bluemilk.it;;;20-05-2019;INFORMATICA;;
134064;AZIENDA;BMQUADRO SRL;AFFI;VR;ITALIA;VIA G.PASCOLI 21;37010;0459971290;info@bmquadro.it;www.bmquadro.it;1;13-03-2019;;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
1676;AZIENDA;BONFERRARO SPA;SORGA';VR;ITALIA;VIA OBERDAN, 57;37060;0456649216;gabriel.panarotto@bonferraro.it;http://www.smeg.it/negozi/bonferraro/;;;;27.51.00;Fabbricazione di elettrodomestici
2248;AZIENDA;FORNO BONOMI S.P.A.;ROVERE' VERONESE;VR;ITALIA;CONTRADA VAZZI, 7;37028;045/6509300;info@fornobonomi.com;www.fornobonomi.com/it/contatti;160;20-05-2019;COSTRUZIONE DEL MEZZO;10.72.0;Produzione di fette biscottate, biscotti  prodotti di pasticceria conservati
7321;AZIENDA;BORASO STEFANO IMPIANTI ELETTRICI;ISOLA DELLA SCALA;VR;ITALIA;VIA CAMPAGNA 17;37063;3358163926;boraso.stefano@virgilio.it;;1;;;;
66281;AZIENDA;BOSCAINI SCARPE SRL;SONA;VR;ITALIA;VIA MOLINARA 7;37060;0456080332;;;26;;;464240;
25087;AZIENDA;BPS COMPUTER SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;PIAZZA UMBERTO I, 47;37057;045549872;stefania@bpscomputer.it;www.bpscomputer.it;;14-05-2019;INFORMATICA;47.41.00;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in eserc
1357;AZIENDA;BREMBENET;ISOLA DELLA SCALA;VR;ITALIA;VIA MONTE PEGNI, 1;37063;0456630780;info@brembenet.it;;;;;;
17319;AZIENDA;BRIO S.P.A.;ZEVIO;VR;ITALIA;VIA MANZONI, 99;37059;0458351777;personale@briospa.com;www.biospa.com;41;;;46.39.2;Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco
2091;AZIENDA;BRUGI S.P.A.;VERONA;VR;ITALIA;VIA PASTEUR 6;37135;0458299111;sonia.agostino@brugi.it;www.brugi.it;;;;;
71035;AZIENDA;BRUNELLI ROBERTA VIAGGI;AFFI;VR;ITALIA;DANZIA 1B;37010;0457235431;roberta@robertaviaggi.com;www.robertaviaggi.com;1;;;;
76849;AZIENDA;BRUNO SRL;OPPEANO;VR;ITALIA;VIA LINO LOVO 62;37050;0459693922;info@brunosrl.net;www.brunosrl.net;57;;;46.31;Commercio all'ingrosso di frutta e ortaggi freschi o conservati
1244;AZIENDA;BRUTTI LORENZO S.R.L.;VERONA;VR;ITALIA;VIA DELLA MECCANICA, 26;37139;0458181211;bruttilorenzo@bruttilorenzo.it;;37;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
114515;AZIENDA;BUE FRANCESCA;VERONA;VR;ITALIA;VIA UNITA' D'ITALIA 166/B;37100;0452591645;toelettaturapelolindo@gmail.com;;;;;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari)
1682;AZIENDA;BUSATO MORENO;ISOLA DELLA SCALA;VR;ITALIA;PIAZZA MARTIRI DELLA LIBERTA' , 1/C;37063;0456630581;busato.m@brembenet.it;;;;;95.21.00;Riparazione di prodotti elettronici di consumo audio e video
15171;AZIENDA;C.E.R. CONSORZIO ELETTROTECNICI RIUNITI;BARDOLINO;VR;ITALIA;VIA EUROPA UNITA', 26;37011;0456212374;info@certecnoelettro.it;;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
1970;AZIENDA;C.I.E. SRL;CASTEL D'AZZANO;VR;ITALIA;VIA VERDI, 26;37060;0452066153;c.i.e.so@alice.it;http://www.cieimpiantielettricivr.com/;;;;;
15438;AZIENDA;C.L. TECH SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;PIAZZA CARLO ZINELLI 1;37057;0458766758;info@cltechtrade.com;;;;;;
28824;AZIENDA;C.L.TECH SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIS SCHIAPPARELLI,7;37057;0458766750;info@cltechsrl.it;www.cltechsrl.it;5;24-05-2019;;;
141084;AZIENDA;C.O.D. GROUP;VERONA;VR;ITALIA;VIA MAIELLA 8;37100;;info@coudgroup.it;www.codgroup.it;3;27-05-2019;;46.45.00;Commercio all'ingrosso di profumi e cosmetici
1403;AZIENDA;C.P. SRL DI CUBI L. E PERINA G.;VILLAFRANCA DI VERONA - DOSSOBUONO;VR;ITALIA;VIA A. VOLTA;37062;0458600065;info@cubiperina.it;http://cubiperina.it/;;;;;
13504;AZIENDA;CAB LOG S.R.L.;OPPEANO;VR;ITALIA;VIA MARCO BIAGI 11/13;37050;; a.traino@cab-log.it;;;13-05-2019;;;
37812;AZIENDA;CAD & CO SAS;NEGRAR;VR;ITALIA;VIA VALPARADISO ,3;37024;;;;2;;INFORMATICA;;
2162;AZIENDA;CAD IT SPA;VERONA;VR;ITALIA;VIA TORRICELLI, 44/A;37136;0458211111;risorseumane@caditgroup.comroup.com;www.caditgroup.com;491;23-05-2018;INFORMATICA;62.01;Produzione di software non connesso all'edizione
54501;AZIENDA;CALIBER SRL;VIGASIO;VR;ITALIA;VIA DEL LAVORO 9/A;37068;0457364614;info@calibersrl.it;www.calibersrl.it;14;;;43.91;Realizzazione di coperture
38774;AZIENDA;CALZEDONIA S.P.A.;VALLESE;VR;ITALIA;VIA SALIERI, 30;37050;0456997153;marilisa.manfre@calzedonia.it;www.calzedonia.com;750;;;46.42.30;Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili
114032;AZIENDA;CALZOLERIA LA RAPIDA;VERONA;VR;ITALIA;VIALE SPOLVERINI 10;37131;3407310640;;;;;;95.23.00;Riparazione di calzature e articoli da viaggio in pelle, cuoio o in altri materiali simili
43109;AZIENDA;CAMON SPA;ALBAREDO D'ADIGE;VR;ITALIA;VIA LUCIO COSENTINI 1;37041;0456608511;camon@camon.it;www.camon .it;90;28-05-2019;LOGISTICA;46.49.9;Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
34841;AZIENDA;CAMPEGGIO SPIAGGIA D'ORO S.R.L.;LAZISE;VR;ITALIA;VIA GARDESANA,122;37017;045758007;;www.campingsiaggiadoro.com;8;;;55.30.00;Aree di campeggio e aree attrezzate per camper e roulotte
2318;AZIENDA;CANEVAWORLD RESORT SRL;LAZISE;VR;ITALIA;VIA FOSSALTA, 58;37017;0456969900;germana.amicabile@canevaworld.it;www.canevaworld.it;;;;;
48574;AZIENDA;CANGRANDE SAS DI BRIGHENTI G & C;POIANO;VR;ITALIA;STRADA DELLA GIARA 9/E;37142;0458403336;agenzia@cangrandeauto.it;www.cangrandeauto.it;8;;;82.99.99;Altri servizi di sostegno alle imprese nca
60086;AZIENDA;CARRARO NICOLA;LAZISE;VR;ITALIA;VIA DEGLI OLMI,22;37017;3482724237;carrarocaldaie@gmail.com;;;;;;
15980;AZIENDA;CARROZZERIA IMPERIA;CERRO VERONESE;VR;ITALIA;VIA VESTERLE, 1;37020;0457080713;imperiacerro@libero.it;;;;;;
104504;AZIENDA;CASA DI RIPOSO B. ALBERTINI;ISOLA DELLA SCALA;VR;ITALIA;VIA DEL DONATORE DI SANGUE;37063;0457301562;direzione@cralbertini.it;wwwcralbertini.it;;31-05-2019;;;
60399;AZIENDA;CASAESPORT DI LAURA BELTRAME;VERONA;VR;ITALIA;VIA GALILEI,8;37138;0452226408;info@casaesport.it;www.casaesport.it;1;;;47.59.99;Commercio al dettaglio di altri articoli per uso domestico nca
6247;AZIENDA;CASAGRANDE ELETTROCOSTRUZIONI S.P.A.;CASTEL D'AZZANO;VR;ITALIA;VIA G. ROSSINI, 24;37060;0458546511;info@casagrande.vr.it;;;;;;
49582;AZIENDA;CASSIANI TECNOLOGIE SRL;CASTELNUOVO DEL GARDA;VR;ITALIA;VIA STAZIONE,128/B;37014;0456081625;amministrazione@cassianitecnologie.it;www.cassianitecnologie.it;7;;;28.29.92;Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico
139509;AZIENDA;CAZZADOR IMPIANTI ELETTRICI;POVEGLIANO VERONESE;VR;ITALIA;VIALE DELLA TECNICA 36;37064;;info@cazzadorimpianti.it;;;18-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
45287;AZIENDA;CENIGOMMA SRL UNIPERSONALE;VERONA;VR;ITALIA;STRADA DELL'ALPO,26;37136;0458283711;personale.arroweld@arroweld.com;www.arroweld.it;48;;;;
11520;AZIENDA;CENTRO AUTO E FUORISTRADA S.R.L.;VERONA;VR;ITALIA;VIALE DEL LAVORO, 34;37100;045582444;o.elena@autobertucco.it;;50;;;;
43996;AZIENDA;CENTRO FORMAZIONE EXTRA SCOLASTICA E CULTURALE IO COMPUTER;VERONA;VR;ITALIA;VIA FINCATO,88;37131;3493444519;info@iocomputer@gmail.com;www.io-computer.it;2;;;;
2310;AZIENDA;CENTRO RICAMBI VERONA SRL;VERONA;VR;ITALIA;VIA DEL COMMERCIO, 56;37135;0458203366;info@centroricambiverona.it;;;29-01-2015;;;
1815;AZIENDA;CENTRO UFFICIO S.N.C.;ZEVIO;VR;ITALIA;VIA ALTICHIERO, 81;37059;0457135441;info@centroufficio.it;www.centroufficio.it/;7;22-05-2019;INFORMATICA;;
40870;AZIENDA;CENTROFER STIZZOLI S.R.L.;VERONA;VR;ITALIA;VIA MAIELLA 4/C;37132;0458920888;info@centrofer.it;www.centrofer.it;20;;;47.19.9;Empori ed altri negozi non specializzati di vari prodotti non alimentari
91819;AZIENDA;CERPELLONI  S.R.L.;SAN MARTINO BUON ALBERGO;VR;ITALIA;VIA TORRICELLI 14E;37036;045532612;info@cerpelloni.com;;5;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
7518;AZIENDA;CERPELLONI GIOVANNI (DITTA INDIVIDUALE);VERONA;VR;ITALIA;VIA VILLA COZZA, 33;37100;045 532612;segreteria@cerpelloni.com;;;;;43.22.01;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
15949;AZIENDA;CESPED S.P.A.;PAVIA DI UDINE;UD;ITALIA;VIALE GRADO, 134;33050;0432659911;ffracco@cesped.it;www.cesped.it;;;;;
13061;AZIENDA;CGIL CAMERA DEL LAVORO TERRITORIALE DI VERONA;VERONA;VR;ITALIA;VIA SETTEMBRINI, 6;37123;0458674624;segreteria@cgilverona.it;www.cgilverona.it;30;;;94.20.00;Attività dei sindacati di lavoratori dipendenti
1875;AZIENDA;CHIARINI AUTOMAZIONI S.R.L. A SOCIO UNICO;MARANO DI VALPOLICELLA;VR;ITALIA;VIA DELL' ARTIGIANATO, 30;37020;0456800863;commerciale@chiariniautomazioni.it;www.chiariniautomazioni.it;10;;;;
2157;AZIENDA;CIAT ITALIA SRL;PESCANTINA;VR;ITALIA;VIA NASSAR, 46;37026;0456750065;s.peruzzi@cipriani-phe. com;www.cipriani-phe.com;;;;;
104525;AZIENDA;CICE CENTRO ITALO-IRANIANO DI COOPERAZIONE CULTURALE ED ECONOMICA;VERONA;VR;ITALIA;STRADA LA RIZZA 59F;37135;045584380;italia@cice.eu;cice.eu;1;;;82.99.99;Altri servizi di sostegno alle imprese nca
115274;AZIENDA;CIEMME  SAS;PESCANTINA;VR;ITALIA;VIA E.FERMI 10;37026;0456700707;;;1;;;;
43237;AZIENDA;CIESSE SPA;RIGNANO SULL'ARNO;FI;ITALIA;VIA GIUSEPPE DI VITTORIO,66;50067;055696417;ciesse@ciesse-spa.it;www.ciessespa.it;100;;;;
111385;AZIENDA;CIN CIN BAR DI CHIARAMONTE MONICA;BOVOLONE;VR;ITALIA;VIA MADONNA 297;37051;0456901798;monicachiaramonte@gmail.com;;2;17-05-2018;;;
1705;AZIENDA;CINQUANTA SRL;SANT'AMBROGIO DI VALPOLICELLA;VR;ITALIA;VIA SPAGNOLE,3 - DOMEGLIARA;37015;0456860922;cinquanta.francesca@cinquantavr.volkswagengroup.it;;;;;;
45654;AZIENDA;CIRCOLO IPPICO PULE ASD;PESCANTINA;VR;ITALIA;VIA FILISSIME,17;37026;3405782962;pule@libero.it;circoloippicopule.it;2;;;;
2294;AZIENDA;CITTA' DEL SOLE S.R.L.;PORTOGRUARO;VE;ITALIA;;30026;0421 394738 - 3336844457;;;;;;;
115673;AZIENDA;CIZETA SOCIETA' AGRICOLA SEMPLICE;CONCAMARISE;VR;ITALIA;VIA CAPITELLO 137/1;37050;3357075022;cizeta.soc.agr@gmail.com;;4;06-07-2018;;01.3;RIPRODUZIONE DELLE PIANTE
8572;ASSOCIAZIONE;CLUBTI-TRIVENETO;PADOVA;PD;ITALIA;VIA E.P. MASINI, 2;35100;;;;;;;;
30874;AZIENDA;CLX EUROPE SPA;VERONA;VR;ITALIA;VIA DELL'ARTIGIANATO,8;371135;0458294999;luciuim.b@clxeurope.com;www.clxeurope.com;157;;;;
137358;AZIENDA;CM TRASPORTI SRL;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA MONTE CIMONE 8;37057;045682754;;;;07-05-2019;;37.54.32;
2028;AZIENDA;COLOMBO 3000 DI LINO MASSAGRANDE;VILLAFRANCA DI VERONA;VR;ITALIA;VIA TRIESTE, 9/B;37069;0456305404;max@colombo3000.com;http://colombo3000.com/;5;14-01-2016;;74.10.21;Attività dei disegnatori grafici di pagine web
123512;AZIENDA;COLOMBO 3000 SRL;VILLAFRANCA DI VERONA;VR;ITALIA;VIA PACE, 40;37069;0456305404;amministrazione@colombo3000.com;www.colombo3000.com;6;23-03-2018;;62.01;Produzione di software non connesso all'edizione
60116;AZIENDA;COLORIFICIO A E B CASATI SPA;VERONA;VR;ITALIA;VIA VALPANTENA 59/B;37100;045550244;federico.disola@casati.it;;67;;;;
63106;AZIENDA;COMBICARGO SRL;VERONA;VR;ITALIA;VIA GIOVANNI DELLA CASA 19;37122;0455117223;direzione@combicargosrl.com;;4;;;49.41;Trasporto di merci su strada
204;AZIENDA;COMET SPA;SONA;VR;ITALIA;VIA TRENTINO,1;37060;0521296711;valentina.casadio@gruppocomet.it;;27;;;;
65164;AZIENDA;COMITATO BENEFICO SOMMAVIVA;SOMMACAMPAGNA;VR;ITALIA;VIA CROCETTA 1C;37066;3496123034;sommaviva@libero.it;;;;;94.99.90;Attività di altre organizzazioni associative nca
2308;AZIENDA;COMITEL SRL;VERONA;VR;ITALIA;VIA LUSSEMBURGO 13;37135;045500577;ufficio.tecnico@comitel.com;http://www.comitel.com/;;18-05-2019;TELECOMUNICAZIONI;;
113525;AZIENDA;COMM.INTERLOGISTICA SRL;BELFIORE;VR;ITALIA;VIALE DEL LAVORO 20;37050;0456174973;logistica009@maxidi.it;;123;;;52.29.22;Servizi logistici relativi alla distribuzione delle merci
2160;AZIENDA;COMPITALIA SRL;VERONA;VR;ITALIA;CROSARON N.18;37047;0456106191;compitalia@compitalia.it;http://www.compitalia.eu/;2;;;47.41.00;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in eserc
141252;AZIENDA;COMPU-NET SRL;VERONA;VR;ITALIA;VIA SCALZI 20;37100;;omar.borgatti@compu-net.it;www.compu-net.it;;28-05-2019;;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
1156;AZIENDA;COMPUTERS CENTER S.N.C.;VILLAFRANCA DI VERONA;VR;ITALIA;VIA QUADRATO, 92;37069;0456300589;nicola@computerscenter.com;http://www.computerscenter.com;11;;;;
1478;AZIENDA;COMPUTER OMNIA DI SANTAGIULIANA FABIO;LONIGO;VI;ITALIA;PIAZZA GARIBALDI, 59;36045;0444437746;info@computeromnia.it;;;;;;
1328;ENTE PUBBLICO;COMUNE DI BADIA CALAVENA;BADIA CALAVENA;VR;ITALIA;P.ZZA MERCATO, 1;37030;045/7810503;protocollo@comune.badiacalavena.vr.it;;10;;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
104475;ENTE PUBBLICO;COMUNE DI BOVOLONE;BOVOLONE;VR;ITALIA;PIAZZA SCIPIONI, 1;37051;0456995111;amministrazione@bovolone.net;www.bovolone.gov.it;76;14-05-2018;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
8443;ENTE PUBBLICO;COMUNE DI BUSSOLENGO;BUSSOLENGO;VR;ITALIA;PIAZZA XXVI APRILE, 21;37012;0456769908;scuola@comune.bussolengo.vr.it;;110;;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
11726;ENTE PUBBLICO;COMUNE DI CALDIERO;CALDIERO;VR;ITALIA;PIAZZA MARCOLUNGO 19;37042;0457650023;segreteria@comune.caldiero.vr.it;www.comune.caldiero.vr.it;19;;;;
16163;AZIENDA;COMUNE DI CAVAION VERONESE;CAVAION VERONESE;VR;ITALIA;PIAZZA G. FRACASTORO, 8;37010;0456265719;segreteria@comunecavaion.it;www.comunecavaion.it;24;;;;
2049;ENTE PUBBLICO;COMUNE DI NEGRAR;NEGRAR;VR;ITALIA;PIAZZA VITTORIO EMANUELE, 37;37024;0456011688;risorseumane@comunenegrar.it;comunenegrar.it;;;;;
18189;ENTE PUBBLICO;COMUNE DI PESCHIERA;PESCHIERA DEL GARDA;VR;ITALIA;PIAZZALE BETTELONI, 3;37019;0457553494 - 0456400600;servizioeducativo@comune.peschieradelgarda.vr.it;;42;;;;
1752;ENTE PUBBLICO;COMUNE DI SAN GIOVANNI LUPATOTO;SAN GIOVANNI LUPATOTO;VR;ITALIA;VIA ROMA, 18;37057;0458290207;personale@comune.sangiovannilupatoto.vr.it;www.comune.sangiovannilupatoto.vr.it;;29-12-2015;;;
13080;ENTE PUBBLICO;COMUNE DI SAN PIETRO IN CARIANO;SAN PIETRO IN CARIANO;VR;ITALIA;VIA CHOPIN, 3;37029;0456832111;protocollo@comune.sanpietroincariano.vr.it ;www.comune.sanpietroincariano.vr.it;;;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
15348;AZIENDA;COMUNE DI SANT'AMBROGIO DI VALPOLICELLA;SANT'AMBROGIO DI VALPOLICELLA;VR;ITALIA;VIA SENGIO,1;37010;0456832624;pinali@comune.santambrogio.vr.it;www.comune.santambrogio.it;;;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
15562;ENTE PUBBLICO;COMUNE DI VERONA;VERONA;VR;ITALIA;P.ZZA BRA', 1;37121;0458077400;tirocini.lavoro@comune.verona.it;;2009;;;84.11.10;Attività degli organi legislativi ed esecutivi, centrali e locali  amministrazione finanziaria  amm
15825;AZIENDA;COMUNE DI ZEVIO;ZEVIO;VR;ITALIA;VIA PONTE PEREZ, 2;37059;0456068411; ecologia@comune.zevio.vr.it;www.comune.zevio.vr.it;;;;;
2230;AZIENDA;CONSOLINI ERMANNO;S. ZENO DI MONTAGNA;VR;ITALIA;VIA CONTRADA SAN ZENO, 5;37010;3382656193;ermaconsolini@teletu.it;;;;;;
2296;AZIENDA;CONSORZIO AGRARIO DEL NORD EST;TREVENZUOLO;VR;ITALIA;VIA CADERMANETTO 2;37060;3477821874;roberto.soave@agrinordest.it;http://www.agrinordest.it/;;17-12-2015;;;
106902;AZIENDA;CONSORZIO GOLDBERG GESTIONI SOCIETA' COOPERATIVA;VERONA;VR;ITALIA;VIA FRANCO RUSSOLI 3;37100;0458901141;f.gioia@consorziogoldberg.it;;14;;;;
62480;AZIENDA;CONSORZIO ZAILOG;VERONA;VR;ITALIA;VIA SOMMACAMPAGNA 61;37100;0458082186;info@zailog.it;www.zailog.it;3;;;;
137533;AZIENDA;CONTI SISTEMI VERONA SRL;VERONA;VR;ITALIA;CIRC.A.ORIANI 2;37100;0457080148;info@contisistemi.it;www.conti-sistemi.com;5;09-05-2019;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
57192;AZIENDA;COOP. SERVICE SOCIETA' COOPERATIVA;REZZATO;BS;ITALIA;VIA NAPOLEONICA,7;25086;0302594360;info@coopservice.info;www.coopservice.info;15;12-12-2018;;52.24.40;Movimento merci relativo ad altri trasporti terrestri
65543;COOPERATIVA;COOPERATIVA SOCIALE GALILEO SCARL;VERONA;VR;ITALIA;VIA BRAMANTE 15;37139;045577444;csgalileo@csgalileo.org;;126;28-04-2018;;82.2;ATTIVITÀ DEI CALL CENTER
