TIPO_AZIENDA;RAGIONE_SOCIALE;SITO;N_DIPENDENTI;DATA_CONVENZIONE;CODICE_ATECO;DESC_ATECO
AZIENDA;DELLAS SPA;;98;;257312;Fabbricazione di parti intercambiabili per macchine utensili
AZIENDA;DELTA ERRE SAFE S.R.L.;;14;;263021;
AZIENDA;DEVINTERFACE SRL;www.devinterface.com;2;;;
AZIENDA;DHL GLOBAL FORWARDING SPA;www.dhl.com;222;04/12/2018;522910;Spedizionieri e agenzie di operazioni doganali
AZIENDA;DIALOGO ITALIA S.R.L.;;;;;
AZIENDA;DIELETTRIC S.R.L.;;;29/05/2019;;
AZIENDA;DIEMME DI MELDO DANIELE;www.diemmeimpianti.com;;13/05/2019;432102;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;DIGITAL IDEA SRL;http://www.digitalidea.it/;;27/05/2019;;
AZIENDA;DIGITAL NETWORK S.R.L.;https://digitalnetwork.it/;15;;773999;Noleggio senza operatore di altre macchine ed attrezzature nca
AZIENDA;DIGITALE FORGE VERONA SRL;DIGITALFORGE.IT;3;02/05/2019;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;DIMENSIONE BAGNO;;8;;4322;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria 
AZIENDA;DIRTY WHELLS SNC DI BENINI STEFANO E COATI FEDERICO;;;13/05/2019;454011;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori
AZIENDA;DISCOS S.R.L.;;;;;
AZIENDA;DKL SOC. COOP.;;;;;
AZIENDA;DLL SYSTEM S.R.L.;;;27/05/2019;;
AZIENDA;DM CONSULTING SRL;ww.dmconsulting.it;8;06/05/2019;63111;Elaborazione dati
AZIENDA;DO DIFFERENT SRL;www.dodifferent.it;12;;600100;
AZIENDA;DOC SERVIZI SOC. COOP.;http://www.docservizi.it;;;900209;Altre attività di supporto alle rappresentazioni artistiche
AZIENDA;DOLPHIN PACK SRL;http://www.dolphinpack.net;;;;
AZIENDA;DOMUS SANA STUDIO;www.domus-sana.it;;25/10/2016;;
AZIENDA;DONATONI MACCHINE SRL;www.donatonimacchine.eu;40;;;
AZIENDA;DOTT.LAURA DI PALMA;;;;;
AZIENDA;DOTTOR MARC SRL;www.dottormarc.it;;20/05/2019;620200;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;DOUBLER SNC;www.puffverona.it;3;;;
AZIENDA;DS SMITH PACKAGING ITALIA SPA;www.dssmith.com/it/packaging;;04/07/2019;17210;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart
AZIENDA;DSV SPA;;65;10/05/2019;52291;Spedizionieri e agenzie di operazioni doganali
AZIENDA;E.B.I. GROUP SPA;http://ebigroup.it/;;;;
AZIENDA;E.D.N. IMPIANTI S.R.L.;www.ednimpianti.it;;;;
AZIENDA;EB NEURO S.P.A.;www.ehneuro.com;58;20/05/2019;23701;Segagione e lavorazione delle pietre e del marmo
AZIENDA;ECO TYPE S.A.S.;www.ecotype.it;;;;
ASSOCIAZIONE;ECONOMICS LIVING LAB;www.econlivlab.eu;;27/05/2019;46722;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
AZIENDA;EDALAB S.R.L.;www.edalab.it;;;;
AZIENDA;EDILE SRL;;5;;681;COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
AZIENDA;EDS ELECTRONIC DETECTION SYSTEMS;;;;279009;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;EDULIFE S.P.A.;www.edulife.it;12;16/05/2019;620100;Produzione di software non connesso all'edizione
AZIENDA;EFFEDI S.A.S.;http://www.effedi.com/;;;;
AZIENDA;E-GLOBALSERVICE SPA;;67;;702209;Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianifi
AZIENDA;EIS SRL;www.teansistemi.com;16;;;
AZIENDA;EISMANN SIR;www.eismann.it;240;;;
AZIENDA;EL.MED. GARDA S.A.S.;www.elmedgarda.it;12;;;
AZIENDA;ELCOGRAF;www.elcograf.com;919;;181200;Altra stampa
AZIENDA;ELECTRIC GROUP SAS;;3;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELECTRIC LABS SRL;www.eletriclabs.it;3;;261109;Fabbricazione di altri componenti elettronici
AZIENDA;ELECTRO BS DI HACHEL SABER;www.electro-bs.com;1;;;
AZIENDA;ELECTRO ENERGY SRL;;3;23/05/2019;2733;Fabbricazione di attrezzature per cablaggio
AZIENDA;ELECTRO TEAM S.R.L.;www.electroteamsrl.it;;;;
AZIENDA;ELECTRONIC DESIGN S.A.S.;www.electronicdesign.it;1;;;
CONSORZIO;ELECTRONIC SERVICE ITALIA S.R.L.;http://www.electronicserviceitalia.it/;;16/05/2019;;
AZIENDA;ELETTRASERVICE S.N.C.;;;;;
AZIENDA;ELETTRICA SCALIGERA SAS;www.elettronicascalegera.it;1;;464730;
AZIENDA;ELETTRICALAN DI DI CAPRIO A.;;2;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTRO 2 ERRE SNC;;7;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTRO 81 SRL;www.elettro81.eu;10;24/05/2018;279009;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;ELETTRODATA SRL;;9;;;
AZIENDA;ELETTROFORTUNA S.R.L.;www.ripara.it;;;;
AZIENDA;ELETTROFRIGO SRL;http://www.elettrofrigo.com;;;;
AZIENDA;ELETTROLAMPO SAS DI BERTASO DAVIDE;;;;;
AZIENDA;ELETTROMECCANICA AMADORI A OFFICINA 33 SRL;;10;;;
AZIENDA;ELETTROMECCANICA BONFANTE SRL;;5;27/05/2019;332001;Installazione di motori, generatori e trasformatori elettrici  di apparecchiature per la distribuzio
AZIENDA;ELETTROMECCANICA GARDESANA SRL;www.elettromeccanicagardesana.it;5;13/05/2019;432909;Altri lavori di costruzione e installazione nca
AZIENDA;ELETTROMECCANICA VENETA S.R.L.;;;;;
AZIENDA;ELETTRORICE;;6;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSOUND S.R.L.;www.elettrosoundverona.it;2;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSYSTEM   VENERI SILVIO;;;29/03/2018;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSYSTEM S.R.L.;www.elettro-system.com;8;29/03/2018;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELISSE INFORMATICA DI FLAVIO GIONGO & C. SAS;www.trentinosistemi.it;2;;262;FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE
AZIENDA;ENERGIA-WEB;http://www.webmc2.it/;;13/01/2016;;
AZIENDA;ENERGYZ S.R.L.;www.energyz.it;;;;
AZIENDA;ERMES SRL;www.ermes-vr.it;;15/04/2019;;
AZIENDA;ERNST ABBE GYMNASIUM;;;;;
AZIENDA;ESA  DI SACCONELLI ANDREA;;;;;
AZIENDA;ESOTERIC PRO AUDIO DI MAROGNA MIRKO;www.estericproaudio.com;;27/05/2019;264001;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
AZIENDA;ESSEAELLE SRL;;;;;
AZIENDA;ESSEGI SRL;;16;;;
AZIENDA;ESSEPI PROFESSIONAL SERVICE DI PUVANARATNAM SANGEEVAN;www.essepi.org;1;;;
AZIENDA;E-TIME SRL;www.e-time.it;35;18/05/2019;;
AZIENDA;EU WINGS SRL;;;20/05/2019;;
AZIENDA;EUROELETTRA DI BRANDIELE LUCA;;4;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;EUROGROUP ITALIA SRL;www.eurogroupitalia.it;49;;46311;Commercio all'ingrosso di frutta e ortaggi freschi
AZIENDA;EVEREL GROUP S.P.A.;;157;;271200;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
AZIENDA;EVIT S.R.L.;www.evitsrl.it;;;829940;Richiesta certificati e disbrigo pratiche
AZIENDA;EWIDE S.R.L.;www.ewide.it;2;;47911;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
AZIENDA;EXIMAG ART SISTEMI SRL;;;;;
AZIENDA;EXOR INTERNATIONAL S.P.A.;www.exorint.it;;;;
AZIENDA;EXPERT SRL;www.expert-srl.com;16;;28991;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori)
AZIENDA;EXTENSYS SRL;www.extensys.it;5;;;
AZIENDA;F.A.B.I. BANCARI ITALIANI;www.fabiverona.org;2;;;
AZIENDA;FABBRIS MOTO SNC;www.fabbrismoto.com;2;09/07/2019;454030;Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
AZIENDA;FABE S.N.C.;;;;;
AZIENDA;FABER ELETTRONICA S.N.C. DI FATTORI A. E BERTIN C.;http://www.faber-elettronica.it/;;23/05/2019;;
AZIENDA;FAIRMAT SRL;www.fairmat.it ;17;06/05/2019;702;ATTIVITÀ DI CONSULENZA GESTIONALE
AZIENDA;FARMACIA ALL'ALABRO 28;http://farmaciaallalbaro.docinforma.it/;;12/04/2016;;
AZIENDA;FARMACIA ALL'ALBARO;;5;06/04/2018;477310;Farmacie
AZIENDA;FARMACIA CENTRALE  DOTT. SIGNORINI SNC;www.farmaciasignorini.it;19;27/05/2019;47731;Farmacie
AZIENDA;FEDERAL MOGUL ITALY SRL;;;;453101;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;FEDRIGONI CARTIERE S.P.A.;;;;;
AZIENDA;FELTRE TRASLOCHI DI NEGRETTI SRL;;8;;;
AZIENDA;FEREXPERT SPA;www.ferexpert.it;82;;467410;
AZIENDA;FERRAMENTA PERINELLI;http://www.perinelliforniture.it/it/;;19/12/2015;;
AZIENDA;FERRAMENTA VENETA SRL;www.ferramentaveneta.com;29;;;
AZIENDA;FERRARI BK SRL;;;;;
AZIENDA;FERRARI S.P.A.;;92;;329940;Fabbricazione di casse funebri
AZIENDA;FERROVIE DELLO STATO ITALIANE;;;;;
AZIENDA;FIBERING S.P.A.;www.fiberwide.com;;;;
AZIENDA;FILITECH S.R.L.;;;;;
AZIENDA;FIMAUTO SPA;www.fimautogemelli.it;13;;;
AZIENDA;FINCONS SPA;www.finconsgroup.com;960;;620200;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;FINE TUNING CONSULENZA INTEGRATA S.R.L.;www.finetuning.it;;;;
AZIENDA;FIORINI E ADAMI S.R.L.;;;;;
AZIENDA;FIORIO SPA;www.fiorio.it;48;;;
AZIENDA;FIUMINI SERGIO E FIGLI S.N.C.;;3;;;
AZIENDA;FLAEM NUOVA SPA;www.flaemnuova.it;100;;266002;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;FLOVER SRL;www.flover.it;50;;477610;Commercio al dettaglio di fiori e piante
UNIVERSITÀ;FONDAZIONE BRUNO KESSLER;http://webvalley.fbk.eu;;;;
AZIENDA;FOR.MECH SRL;;16;20/05/2019;256200;Lavori di meccanica generale
AZIENDA;FOREASYTECH SRL;www.4easytech.com;5;;266002;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;FORNACE S.R.L.;www.fornacestudio.com;5;16/05/2019;741021;Attività dei disegnatori grafici di pagine web
AZIENDA;FORNO BONOMI S.P.A.;www.fornobonomi.com/it/contatti;160;20/05/2019;10720;Produzione di fette biscottate, biscotti  prodotti di pasticceria conservati
AZIENDA;FOTO OTTICA DE FORTUNA SNC;;;27/05/2019;742;ATTIVITÀ FOTOGRAFICHE
AZIENDA;FRA IVA SNC;;2;;;
AZIENDA;FRACAROLLI FLLI SNC;;;13/05/2019;45201;Riparazioni meccaniche di autoveicoli
AZIENDA;FRACCAROLI & BALZAN S.P.A.;www.fraccarolibalzan.it;59;;;
AZIENDA;FRANCHI E TABARELLI SRL;www.franchietabarelli.it;10;02/05/2019;494100;Trasporto di merci su strada
AZIENDA;FRANKE SPA;;300;15/05/2019;255;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI  METALLURGIA DELLE POLVERI
AZIENDA;FRASTE SPA;www.fraste.com;55;;289209;Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori)
AZIENDA;FRATELLI LEARDINI S.N.C.;www.leardinielettroimpianti.it;;;;
AZIENDA;FRIGOSCANDIA SPA A SOCIO UNICO;http://www.frigoscandiaspa.it/;;;;
AZIENDA;FROMM PACKAGING AUTOMATION SRL;WWW.FROMM-AUTOMATION.COM;43;14/06/2019;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse pa
AZIENDA;FRONIUS ITALIA SRL;www.fronius.it;26;;466920;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
AZIENDA;FUGA ING.FEDERICO;www.studiofuga.com;;;;
AZIENDA;FULCRO SRL UNIPERSONALE;www.fulcro.net;1;23/05/2019;;
AZIENDA;FUSTELLIFICIO ARENA SRL;www.fustellificioarena.it;15;;;
AZIENDA;FUTURA SISTEMI SRL;www.futurasistemi.it;7;10/06/2019;;
AZIENDA;FVS SPA;http://www.fvsspa.com/prodotti;;30/11/2015;;
AZIENDA;G.N.T. DI GULLO NUNZIO;;;;;
AZIENDA;GALIMBERTI SPA;;;;;
AZIENDA;GAMMA UFFICIO SPA;www.gammaspa.it;23;;4666;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
AZIENDA;GARDALAND SRL;www.gardaland.it;202;24/01/2019;932100;Parchi di divertimento e parchi tematici
AZIENDA;GARONZI S.P.A.;www.garonzispa.it;17;;451101;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
AZIENDA;GAZZANI NEREO;;;;;
AZIENDA;GEA IMAFORNI S.P.A.;www.imaforni.it;211;10/04/2018;289300;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a
AZIENDA;GEKO VIAGGI DI GES.CO SRL;www.gekoviaggi.it;5;;7911;Attività delle agenzie di viaggio
AZIENDA;GENERAL DIES SRL;www.generaldies.com;53;;283090;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia
AZIENDA;GEOM.SQUARANTI MATTIA;;;;;
AZIENDA;GEVA SRL;www.geva-srl.it;25;;;
AZIENDA;GEWIN SRL;www.gewin-informatica.com;13;22/01/2018;6201;Produzione di software non connesso all'edizione
AZIENDA;GHEREG RUSLAN;;1;;;
AZIENDA;GI.GA. PNEUS SNC;;;;;
AZIENDA;GIACOMELLI SRL;www.giacomellisrl;3;;;
AZIENDA;GIADA3 SRL;;2;;740021;
AZIENDA;GIAROLA & VERONESI SNC;;;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIEFFE DI GOBETTI FABRIZIO;;1;20/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIESSE SCAMPOLI SR;www.giessescampoli.com;13;;464110;Commercio all'ingrosso di tessuti
AZIENDA;GIORGI BARBARA;;;;;
AZIENDA;GIR.C.A. SRL;www.gircaitalia;7;12/02/2018;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;GIRTECH S.R.L.;http://www.girtech.com/;;;;
AZIENDA;GIZERO ENERGIE SRL;www.gizeroenergie.it;4;04/07/2019;749093;Altre attività di consulenza tecnica nca
AZIENDA;GLAXOSMITHKLINE MANUFACTURING S.P.A.;WWW.GSK.COM;570;;212009;Fabbricazione di medicinali ed altri preparati farmaceutici
AZIENDA;GLAXOSMITHKLINE SPA;www.GSK.it;893;;464610;Commercio all'ingrosso di medicinali
AZIENDA;GLOBAL SERVICE IMPIANTI DI CERPELLONI A E C. SNC;;;;432201;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;GP GARAGE;www.gpgarage.it;;27/05/2019;452010;Riparazioni meccaniche di autoveicoli
AZIENDA;GREEN CITY SOC.COOP;www.greencityverona.it;3;;4941;Trasporto di merci su strada
AZIENDA;GREENSOFT SAS;www.grensoft.net;5;;6202;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;GREENYARD FRESH ITALY SRL;www.greenyardfresh.it;55;;4631;Commercio all'ingrosso di frutta e ortaggi freschi o conservati
AZIENDA;GRUPPO BERTOLASO SPA;www.bertolaso.com;;27/05/2019;2893;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
AZIENDA;GRUPPO GIOVANNINI SRL;;;;;
AZIENDA;GRUPPO ITALIANO VINI S.P.A.;www.gruppoitalianovini.com;19;;;
AZIENDA;GRUPPO MANARA S.P.A.;www.gruppomanara.com;93;;462122;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleo
AZIENDA;GRUPPO SINERGIA S.R.L.;www.grupposinergia.net;;;;
AZIENDA;GRUPPO VOLTA SRL;www.gruppovolta.it;6;16/05/2019;6201;Produzione di software non connesso all'edizione
AZIENDA;GUGLIELMI MOBILI SNC;www.guglielmitavoli.it;1;;310910;Fabbricazione di mobili per arredo domestico
AZIENDA;GUIDO BIANCHI & C. SRL;;12;;;
AZIENDA;HANGARTNER TERMINAL S.R.L.;www.logistics.dbsche;;27/12/2018;52101;Magazzini di custodia e deposito per conto terzi
AZIENDA;HASLERRAIL ITALIA SSRL;www.haslerrail.com;70;;332003;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;HAWAI ITALIA S.R.L.;http://www.hawai.it;;;;
AZIENDA;HAXTEEL SRL;www.haxteel.eu;5;18/05/2019;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;HI-FI SERVICE;http://www.hifiservicesnc.it/home.htm;;;;
AZIENDA;HIKARI SRL;www.hikari.eu;10;;274009;Fabbricazione di altre apparecchiature per illuminazione
AZIENDA;HINOWA SPA;http://www.hinowa.com/contatti;160;17/12/2015;282202;Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevato
AZIENDA;HIT INTERNET TECNOLOGIES SRL;http://www.hit.it;26;;6201;Produzione di software non connesso all'edizione
AZIENDA;HOME INNOVATION SRL;;7;23/05/2019;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;HOMEPAGE SRL;www.mos80.it;;20/05/2019;;
AZIENDA;HONDA MOTOR EUROPE LOGISTICS NV;;44;01/03/2017;521010;Magazzini di custodia e deposito per conto terzi
AZIENDA;HOTEL BORGHETTI;www.hotelborghetti.com;6;;;
AZIENDA;HOTELGEST SRLS;;;;;
AZIENDA;HT IMPIANTI DI BISSOLI MASSIMILIANO;;4;;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;HWG SRL;www.hwg.it;19;;620200;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;HYPHEN - ITALIA S.R.L.;;;;;
AZIENDA;I CON SRL;www.iconservizi.com;1;;;
AZIENDA;I.T.O.  S.R.L.;;;;61100;Telecomunicazioni fisse
AZIENDA;IAMEO GIACOMO SCAVI E LAVORI EDILI;;;;;
AZIENDA;ICI CALDAIE S.P.A.;www.icicaldaie.com;170;05/03/2018;282121;Fabbricazione di caldaie per riscaldamento
AZIENDA;IDEALCOPY SRL;;4;;;
AZIENDA;IDIOMA SERVIZI LINGUISTICI;http://www.idiomaservizilinguistici.com;;;;
AZIENDA;IDRA S.R.L.;www.idraweb.it;54;06/04/2018;467420;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condi
AZIENDA;IDRAULICA CIVILE SRLS;;;28/05/2019;432201;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;IDRAULICA FIORINI SRL;;;;;
AZIENDA;IDRO-MAR DI MARAFIOTI NATALE;;;;;
AZIENDA;IEM S.R.L.;www.imimpianti elettrici.com;;23/05/2019;;
AZIENDA;IL POINT SRL;;24;;464630;Commercio all'ingrosso di articoli medicali ed ortopedici
AZIENDA;IL TRUCIOLO SRL;;44;29/04/2019;38323;Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse
AZIENDA;IMAGE SRL;www.imagecreations.it;5;13/06/2019;181300;Lavorazioni preliminari alla stampa e ai media
AZIENDA;IMMOBILIARE LADY G. SRL;;0;;412;COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI
AZIENDA;IMPIANTI ELETTRICI FIORINI SANTO;;;;432201;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manute
AZIENDA;IMPRESA BERNARDI CHRISTIAN;;;;433901;Attività non specializzate di lavori edili (muratori)
AZIENDA;INECO AUTO SPA;www.inecoauto.it;34;;451101;Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri
AZIENDA;INFIND SRL;;28;07/06/2019;28992;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori)
AZIENDA;INFO PLUS SRL;;;;;
AZIENDA;INFOGEST SRL;www.infogestsrl.it;15;11/06/2019;620100;Produzione di software non connesso all'edizione
AZIENDA;INFOLAB DATA SRL;ww.infolabdata.it;5;27/03/2019;9511;Riparazione di computer e periferiche
AZIENDA;INFOMAT SERVIZI SRL;www.infomat.it;30;27/05/2019;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;INFORMETICA CONSULTING S.R.L.;www.informeticons.com;;;;
AZIENDA;INFOVAL S.R.L.;www.giornalepantheon.it;5;27/12/2018;;
AZIENDA;INFRACOM ITALIA S.P.A.;;;;;
AZIENDA;INFRAMEDIA SRL;www.inframedia.org;6;;;
AZIENDA;ING. POLIN & C. S.P.A.;https://www.polin.it/it/;205;;289300;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a
AZIENDA;INNOTEC TECNOLOGIE INNOVATIVE S.R.L.;www.innotecitalia.it;10;;2893;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco
AZIENDA;INNOVAGROUP STABILIMENTO DI ERBE' SRL;www.innovagroup.it;35;;1723;Fabbricazione di prodotti cartotecnici
AZIENDA;INPS - SEDE PROVINCIALE;;;;;
COOPERATIVA;INSIEME COOPERATIVA SOCIALE;www.coopinsiem.it;40;20/05/2019;;
AZIENDA;INTERBETA S.R.L.;;;;;
AZIENDA;INTESYS  S.R.L.;ww.intesys.it;;27/05/2019;6209;Altre attività dei servizi connessi alle tecnologie dell'informatica
SCUOLA;IPSEOA A.BERTI;www.berti.gov.it;198;;853209;Altra istruzione secondaria di secondo grado di formazione tecnica, professionale e artistica
AZIENDA;IRCCS OSPEDALE SACRO CUORE DON CALABRIA;//www.sacrocuore.it;150;;949100;Attività delle organizzazioni religiose nell'esercizio del culto
AZIENDA;IRMIE IMPIANTI S.R.L;;37;;279009;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;IRRIPLUS SRL;;5;13/06/2019;47524;Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura  macchine e attrezzatu
AZIENDA;ISACCO ROSSI;;;27/05/2019;620100;Produzione di software non connesso all'edizione
AZIENDA;ISANGO SRL;www.isango.it;;;;
AZIENDA;ISAP PACKAGING S.P.A;www.isap-packaging.com;;;;
AZIENDA;ISGROUP SRL;www.isgroup.it;;17/12/2018;6201;Produzione di software non connesso all'edizione
SCUOLA;"ISTITUTO COMPRENSIVO ""A. CESARI""";www.comprensivocesari.gov.it;;;;
SCUOLA;ISTITUTO COMPRENSIVO BOSCO CHIESANUOVA;www.istitutobosco.gov.it;;;;
ENTE PUBBLICO;ISTITUTO NAZIONALE PREVIDENZA SOCIALE;www.inps.it;348;;8430;Assicurazione sociale obbligatoria 
AZIENDA;ITALDES S.R.L.;www.italdes.it;;;;
AZIENDA;ITALFRIGO;www.italfrigo.it;;;;
AZIENDA;ITALIAN FOOD TRADING S.R.L.;www.italianfoodtrading.it;;;;
AZIENDA;ITALMAC S.R.L.;www.italmac.it;;;;
AZIENDA;ITALSPEEDY LOGISTIC SRL;info@italspeedy.com;16;;4941;Trasporto di merci su strada
AZIENDA;ITC SRL;www.itc-verona.com;14;;52291;Spedizionieri e agenzie di operazioni doganali
AZIENDA;ITI MARCONI VERONA;www.marconiverona.gov.it;;;;
AZIENDA;JUMP VERONA SRL;www.jumpverona.it;4;;;
AZIENDA;JUST ITALIA SPA;www.just.it;97;;;Commercio al dettaglio di prodotti vari, mediante l'intervento di un dimostratore o di un incaricato
AZIENDA;KANTAR MEDIA SRL;www.kantarmedia.com;39;;58190;Altre attività editoriali
AZIENDA;KEY ACCESS SRL;www.keyaccess.it;;;;
AZIENDA;KIRATECH SPA;;10;;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;KSE SRL ELETTRONICA;www.kse.it;19;;332002;Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmitten
AZIENDA;KSS ITALIA SRL;;163;;293209;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca
AZIENDA;KUEHNE + NAGEL SRL;;;27/05/2019;;
AZIENDA;LABONET S.R.L.;www.labonet.org;1;;;
AZIENDA;LACHIVER SERVIZI S.R.L.;www.lachiver.com;11;;749093;Altre attività di consulenza tecnica nca
AZIENDA;LAMBROCCHI ANDREA;;;;62020;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;LAVASTIR-LEONCINOAIR SRL;;9;;96012;Altre lavanderie, tintorie
AZIENDA;LB DI SONA CRISTINA;http://www.lb-pelletteria.com/;;22/12/2015;;
AZIENDA;LEADERFORM SPA;www.leaderform.com;134;;181200;Altra stampa
AZIENDA;LEM ELETTRONICA SRL;www.lemelettronica.it;18;29/04/2019;264001;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
AZIENDA;LEONI IMPIANTI SRL;;12;15/05/2019;432101;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;LEOTRON SAS DI GIULIANI A. & C.;www.leotron.com;11;22/05/2019;620909;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;LEPANTO 2 SRL;www.lepanto.it;34;;;
AZIENDA;LESO ELETTRODOMESTICI  SRL;;86;;47192;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le t
AZIENDA;LESSINIAFOOD;www.lessiniafood.it;;;;
AZIENDA;LIBRERIA JOLLY DEL LIBRO DI DE SIGNORI CLAUDIO;www.libreriajolly.it;2;03/06/2019;476100;Commercio al dettaglio di libri nuovi in esercizi specializzati
AZIENDA;LICCI LOGISTICA S.R.L;www.licci.it;;;;
AZIENDA;LINPAC PACKAGING VERONA SRL;www.linpac.com;82;29/04/2019;222200;Fabbricazione di imballaggi in materie plastiche
AZIENDA;LO STUDIO LANGUAGE COURSES CAMBRIDGE;;;;;
AZIENDA;LOGISTICA UNO EUROPE SRL;www.logisticauno.com;43;;522922;Servizi logistici relativi alla distribuzione delle merci
AZIENDA;LS SISTEMI DI VIDALI LUCIANO;www.lssistemi.it;1;;;
AZIENDA;LUBLIGHT;;;;;
AZIENDA;LUBTECH S.R.L.;http://www.lubtech.it;1;;721;RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE SCIENZE NATURALI E DELL'INGEGNERIA
AZIENDA;LUX E PAOLA SRL;;;;;
AZIENDA;LUX METAL SRL;;13;;256200;Lavori di meccanica generale
